time_slot,frequency_band,emitter_active_truth,signal_power,pulse_width,angle_of_arrival
0,1,0,0.30471707975443135,0.0,
0,2,0,-1.0399841062404955,0.0,
0,3,1,9.41084707458682,1.3767093915505981,57.074682196410706
0,4,0,0.12784040316728537,0.0,
0,5,1,7.974798263743566,2.8015437515822685,-15.50423709209025
0,6,0,0.7777919354289483,0.0,
0,7,0,0.06603069756121605,0.0,
0,8,0,1.1272412069680329,0.0,
0,9,1,6.711061305675143,3.218339148063339,-52.34192926749896
0,10,0,0.8784503013072725,0.0,
0,11,0,-0.049925910986252896,0.0,
0,12,0,-0.18486236354526056,0.0,
0,13,0,-0.6809295444039414,0.0,
0,14,0,1.2225413386740303,0.0,
0,15,0,-0.15452948206880215,0.0,
0,16,0,-0.4283278221631072,0.0,
0,17,0,0.5323091855533487,0.0,
0,18,0,0.36544406436407834,0.0,
0,19,0,0.4127326115959884,0.0,
0,20,0,0.43082100300788273,0.0,
1,1,0,2.1416476008704612,0.0,
1,2,0,-0.4064150163846156,0.0,
1,3,1,6.779340907628184,2.8782232451032317,-37.26343690988571
1,4,0,-0.11394745765487507,0.0,
1,5,1,6.763278176463141,3.6792559787300414,-7.541769735320315
1,6,0,0.543154268305195,0.0,
1,7,0,-0.6655097072886943,0.0,
1,8,0,0.23216132306671977,0.0,
1,9,1,8.32803289509352,3.729982015899902,-43.22970196688282
1,10,0,0.6789135630718949,0.0,
1,11,0,0.06757906948889146,0.0,
1,12,0,0.28911939868998415,0.0,
1,13,0,0.6312882258385404,0.0,
1,14,0,-1.4571558198556664,0.0,
1,15,0,-0.31967121635730134,0.0,
1,16,0,-0.4703726542927955,0.0,
1,17,0,-0.27514225122668373,0.0,
1,18,0,1.4949413112343959,0.0,
1,19,0,-0.8658311156932432,0.0,
1,20,0,0.9682783545914808,0.0,
2,1,0,-1.6828697716158048,0.0,
2,2,0,-0.33488502998577485,0.0,
2,3,1,8.879333497038917,3.236828642981654,-23.52598823248654
2,4,0,-0.3487250722484376,0.0,
2,5,1,9.286963821885731,2.6341145748985446,42.40836879217993
2,6,0,-1.1332872140034806,0.0,
2,7,0,-0.9194522860016113,0.0,
2,8,0,0.49716074405376404,0.0,
2,9,1,9.035728031101652,3.2281286093651134,34.067785092769626
2,10,0,0.6255903939673367,0.0,
2,11,0,-0.3093465397202384,0.0,
2,12,0,0.45677523755741145,0.0,
2,13,0,-0.6619259410666513,0.0,
2,14,0,-0.3630538465650718,0.0,
2,15,0,-0.3817378939983291,0.0,
2,16,0,-1.1958396455890397,0.0,
2,17,0,-0.46940234020272387,0.0,
2,18,0,0.01249411872768743,0.0,
2,19,0,0.48074665890590895,0.0,
2,20,0,0.4465311760299441,0.0,
3,1,0,0.6653851089727862,0.0,
3,2,0,-0.09848548450942361,0.0,
3,3,1,7.880422683640401,2.4472504422135617,-49.48200968206788
3,4,0,-1.3226996123544024,0.0,
3,5,1,8.599661340085156,3.7988285352429982,-28.09560462485765
3,6,0,1.2992282977860654,0.0,
3,7,0,-0.35626397106142593,0.0,
3,8,0,0.7375155684670865,0.0,
3,9,1,7.691843663198555,1.3855638486139972,48.312287585261004
3,10,0,0.8403081374573955,0.0,
3,11,0,-1.7273204231923487,0.0,
3,12,0,0.43442364354585733,0.0,
3,13,0,0.2377356023322779,0.0,
3,14,0,-0.5941499556967944,0.0,
3,15,0,-1.4460578543884546,0.0,
3,16,0,0.07212950771386951,0.0,
3,17,0,0.23267621135470395,0.0,
3,18,0,0.02185214552344288,0.0,
3,19,0,1.6017788913209154,0.0,
3,20,0,-0.23935562747302427,0.0,
4,1,0,-1.023497492621865,0.0,
4,2,0,0.17927563495631615,0.0,
4,3,1,10.038781362860654,2.3194448493311413,-42.65709733607437
4,4,0,1.4633028912195618,0.0,
4,5,1,7.040372700875379,4.700480473507189,9.727336764047394
4,6,0,-1.3766861475563088,0.0,
4,7,0,0.6351509468144043,0.0,
4,8,0,-0.22222269709877338,0.0,
4,9,0,-1.4708062945026579,0.0,
4,10,0,-1.0155790812075416,0.0,
4,11,0,0.3135138474501953,0.0,
4,12,0,0.8381265678943811,0.0,
4,13,0,1.9967308916917865,0.0,
4,14,0,2.9138624660073296,0.0,
4,15,0,0.4144094332759964,0.0,
4,16,0,-0.9895381200318641,0.0,
4,17,0,0.2677114623438358,0.0,
4,18,0,-0.812941095310326,0.0,
4,19,0,-0.41535726017968533,0.0,
4,20,0,-0.6120967990598081,0.0,
5,1,0,-0.14079088641638526,0.0,
5,2,0,1.0659802307876436,0.0,
5,3,1,7.7620477444419675,3.2161445741561976,-46.970911063746776
5,4,0,-0.4863079090733309,0.0,
5,5,0,-0.05378255081832049,0.0,
5,6,0,1.767929913579883,0.0,
5,7,0,0.13027452147288585,0.0,
5,8,0,0.9827395110230576,0.0,
5,9,0,-0.49929559853915206,0.0,
5,10,0,-1.1849437664170246,0.0,
5,11,0,-0.9651167622323719,0.0,
5,12,0,-0.7252260645357532,0.0,
5,13,0,2.1284697324351645,0.0,
5,14,0,-0.8213866792243861,0.0,
5,15,0,0.838489203736345,0.0,
5,16,0,-0.9029271780870264,0.0,
5,17,0,0.38495096610586316,0.0,
5,18,0,-0.1566378976580904,0.0,
5,19,0,-0.040762526135434025,0.0,
5,20,0,-0.6547876954293904,0.0,
6,1,0,0.44607220148208054,0.0,
6,2,0,-0.45498348034078,0.0,
6,3,0,-1.2256057637672482,0.0,
6,4,0,-1.2779375743196193,0.0,
6,5,0,0.17258791772211948,0.0,
6,6,0,1.579091256410435,0.0,
6,7,0,0.15999161357343825,0.0,
6,8,0,-0.11863832610988256,0.0,
6,9,0,0.2858261396025429,0.0,
6,10,0,1.3060017417068248,0.0,
6,11,0,0.21938250136385634,0.0,
6,12,0,-0.41092723083373717,0.0,
6,13,0,1.1062887100598888,0.0,
6,14,0,0.4287564384616135,0.0,
6,15,0,1.535755991995992,0.0,
6,16,0,0.18323443722190613,0.0,
6,17,0,-1.368159199245665,0.0,
6,18,0,1.6509279322312496,0.0,
6,19,0,1.723665720783297,0.0,
6,20,0,-0.17951921328260065,0.0,
7,1,0,-0.38318732113598775,0.0,
7,2,0,1.4614442922422022,0.0,
7,3,0,-1.107045682043488,0.0,
7,4,0,-0.8947270189558264,0.0,
7,5,0,0.6433267946890444,0.0,
7,6,0,-0.3946051228595896,0.0,
7,7,0,-0.005121866720071296,0.0,
7,8,0,-0.16344289852451258,0.0,
7,9,0,0.33757454879893356,0.0,
7,10,0,1.4074818613137168,0.0,
7,11,0,0.09058490690174555,0.0,
7,12,0,0.6439387932768579,0.0,
7,13,0,-2.0501721010310225,0.0,
7,14,0,-0.04871840193011795,0.0,
7,15,0,-0.8432302702928711,0.0,
7,16,0,-1.218813060423628,0.0,
7,17,0,-0.33412344070081207,0.0,
7,18,0,0.9159025423560131,0.0,
7,19,0,-1.326392717739564,0.0,
7,20,0,0.030631492594417446,0.0,
8,1,0,-0.4841694333335785,0.0,
8,2,0,-0.32767309436196085,0.0,
8,3,0,1.0027578253046041,0.0,
8,4,0,0.5381154370039261,0.0,
8,5,0,1.3373981074427437,0.0,
8,6,0,-0.15450567924990047,0.0,
8,7,0,-0.695942611670703,0.0,
8,8,0,-0.22385881688049952,0.0,
8,9,0,0.2424967912712216,0.0,
8,10,0,0.17657335845371103,0.0,
8,11,0,-1.0843880722333665,0.0,
8,12,0,0.09048978162787422,0.0,
8,13,0,0.22822833013890514,0.0,
8,14,0,2.5174740375339204,0.0,
8,15,0,1.8768446112816701,0.0,
8,16,0,-0.8532433505588201,0.0,
8,17,0,-1.4634420018370031,0.0,
8,18,0,-0.5907070139634865,0.0,
8,19,0,0.3156050035903405,0.0,
8,20,0,1.2058536208882336,0.0,
9,1,0,-0.7290838377436085,0.0,
9,2,0,-0.6541464400677965,0.0,
9,3,0,-2.147289029738655,0.0,
9,4,0,-0.16266592054490767,0.0,
9,5,0,-1.062414411859563,0.0,
9,6,0,-0.5294394273660737,0.0,
9,7,0,-0.8768607781675882,0.0,
9,8,0,-0.09426255425255699,0.0,
9,9,0,-1.7577283913566313,0.0,
9,10,0,-1.4670452453909906,0.0,
9,11,0,2.129247112028298,0.0,
9,12,0,-1.287422581274031,0.0,
9,13,0,-1.0967855784546396,0.0,
9,14,0,1.836913528321314,0.0,
9,15,0,2.905067169240407,0.0,
9,16,0,-1.1715666288253417,0.0,
9,17,0,0.34155555094050954,0.0,
9,18,0,1.7286976444055924,0.0,
9,19,0,-0.9868570784282374,0.0,
9,20,0,-0.24527784594210975,0.0,
10,1,0,0.777337576061744,0.0,
10,2,0,0.43476607446661863,0.0,
10,3,0,-0.37615607123009925,0.0,
10,4,0,-0.13382296451604114,0.0,
10,5,0,-1.3748958083699818,0.0,
10,6,0,-0.23817374397466523,0.0,
10,7,0,-0.2663874900089551,0.0,
10,8,0,0.23216988962625595,0.0,
10,9,0,-0.555327218819016,0.0,
10,10,0,0.471538522545139,0.0,
10,11,0,1.0127158178198286,0.0,
10,12,0,0.15542932766846604,0.0,
10,13,0,0.35175640839920347,0.0,
10,14,0,0.053155347577867364,0.0,
10,15,0,8.439309141418043e-05,0.0,
10,16,0,-0.7215580335428474,0.0,
10,17,0,-0.09728659841348947,0.0,
10,18,0,2.093168308930595,0.0,
10,19,0,1.5733549024752425,0.0,
10,20,0,0.3858465525565008,0.0,
11,1,0,-0.7630572096947675,0.0,
11,2,0,-1.112411471983418,0.0,
11,3,0,1.191142953088865,0.0,
11,4,0,0.2627492251471385,0.0,
11,5,0,0.4801434033916108,0.0,
11,6,0,-1.7445859869741926,0.0,
11,7,0,0.9274384815581808,0.0,
11,8,0,0.45442033821436295,0.0,
11,9,0,-1.110430684414478,0.0,
11,10,0,-0.47152480744994896,0.0,
11,11,0,0.2637172043565196,0.0,
11,12,0,0.05246679835624363,0.0,
11,13,0,-0.292171185803555,0.0,
11,14,0,-0.10348826806596086,0.0,
11,15,0,-0.25197737820688537,0.0,
11,16,0,0.15256251210246857,0.0,
11,17,0,-2.5666584409312976,0.0,
11,18,0,-0.23685026450968424,0.0,
11,19,0,0.17651242137244696,0.0,
11,20,0,0.2959939896870995,0.0,
12,1,0,-0.37191458132128985,0.0,
12,2,0,-1.7567217824785826,0.0,
12,3,0,0.32799548371410964,0.0,
12,4,0,1.727350214164185,0.0,
12,5,0,-1.5338614049161376,0.0,
12,6,0,0.8638280136981883,0.0,
12,7,0,-0.3285252231228939,0.0,
12,8,0,-0.0613243458288473,0.0,
12,9,0,-1.052898510703949,0.0,
12,10,0,-0.33445617235587666,0.0,
12,11,0,1.3000445946989585,0.0,
12,12,0,0.582655241987707,0.0,
12,13,0,1.732311605409944,0.0,
12,14,0,1.1774118889776937,0.0,
12,15,0,0.4390866789295762,0.0,
12,16,0,1.743934526167792,0.0,
12,17,0,0.8279881767970589,0.0,
12,18,0,-0.29657095353470836,0.0,
12,19,0,0.06654581585920483,0.0,
12,20,0,-0.6974238233002769,0.0,
13,1,0,0.989583934594853,0.0,
13,2,0,-1.1783036231148656,0.0,
13,3,0,0.7823503424176613,0.0,
13,4,0,-0.19065105750515945,0.0,
13,5,0,1.1712470934673194,0.0,
13,6,0,0.7508689887312598,0.0,
13,7,0,1.8206461576468016,0.0,
13,8,0,0.7307746911386448,0.0,
13,9,0,-1.5720402556532407,0.0,
13,10,0,-0.06695317289820084,0.0,
13,11,0,-1.172007192594816,0.0,
13,12,0,-0.5182798423662747,0.0,
13,13,0,1.5112284332767216,0.0,
13,14,0,0.637533810897696,0.0,
13,15,0,-0.6989304285787463,0.0,
13,16,0,-1.013717366440399,0.0,
13,17,0,-1.2165601493811278,0.0,
13,18,0,-0.6711402773965811,0.0,
13,19,0,0.31200947155124387,0.0,
13,20,0,1.1553120361066962,0.0,
14,1,0,0.6087614722244398,0.0,
14,2,0,-2.2912895085981,0.0,
14,3,0,0.3043667290302598,0.0,
14,4,0,0.07203357323257792,0.0,
14,5,0,0.41389028537269307,0.0,
14,6,0,1.6162096816512073,0.0,
14,7,0,-2.063238276804743,0.0,
14,8,0,-0.5911034251911056,0.0,
14,9,0,0.5909063227933546,0.0,
14,10,0,-1.5815943994539423,0.0,
14,11,0,1.475949048053509,0.0,
14,12,0,0.3683566127006584,0.0,
14,13,0,0.846583985843404,0.0,
14,14,0,-0.5709436615217945,0.0,
14,15,0,0.8137636899662105,0.0,
14,16,0,1.0684715559890383,0.0,
14,17,0,0.23440089269869593,0.0,
14,18,0,0.2703432392817259,0.0,
14,19,0,-0.8633452647393817,0.0,
14,20,0,-0.14752868024035293,0.0,
15,1,0,-0.1525225324523588,0.0,
15,2,0,0.3833938643534951,0.0,
15,3,0,0.9998242469102946,0.0,
15,4,0,-1.0585360819784093,0.0,
15,5,0,-0.12500903031957764,0.0,
15,6,0,1.4814555476589732,0.0,
15,7,0,-0.7435882288125641,0.0,
15,8,1,8.30345928774679,2.9174782564981614,-14.836863182300853
15,9,0,1.3289605904369892,0.0,
15,10,0,0.8567939825665268,0.0,
15,11,0,0.8418200668900618,0.0,
15,12,0,0.5541165013240933,0.0,
15,13,0,2.327653100346085,0.0,
15,14,0,-0.2051616888660442,0.0,
15,15,0,-2.003522292066514,0.0,
15,16,0,1.604254361517141,0.0,
15,17,0,0.10788044434303304,0.0,
15,18,0,1.309550684860527,0.0,
15,19,0,-1.6022595410589253,0.0,
15,20,0,-1.2516472141061394,0.0,
16,1,0,-1.6012779371188537,0.0,
16,2,0,-0.7941362900254239,0.0,
16,3,0,0.43963660601699356,0.0,
16,4,0,0.524187842812771,0.0,
16,5,0,0.27627417932855375,0.0,
16,6,0,-1.4127658838923665,0.0,
16,7,0,-2.310103436632644,0.0,
16,8,1,7.292335949542497,4.347586318643753,-47.22965617543406
16,9,0,0.13824143205868192,0.0,
16,10,0,0.7601330853758538,0.0,
16,11,0,0.22921137411506842,0.0,
16,12,0,0.5300647056014667,0.0,
16,13,0,-0.7046732628698824,0.0,
16,14,0,-0.17961141383145854,0.0,
16,15,0,0.19677609665695725,0.0,
16,16,0,0.8205284754174188,0.0,
16,17,0,0.5211672557321126,0.0,
16,18,0,-0.265838791915379,0.0,
16,19,0,-0.11754216732813036,0.0,
16,20,0,0.829519042024073,0.0,
17,1,0,-1.993060371054156,0.0,
17,2,0,-1.296472328074761,0.0,
17,3,0,-1.4821853974428207,0.0,
17,4,0,-2.3336161198483047,0.0,
17,5,0,-0.6782644401551767,0.0,
17,6,0,0.7494338997277404,0.0,
17,7,0,-0.28488406638257474,0.0,
17,8,1,9.633826245066189,4.351920874621532,-55.18184405435203
17,9,0,-0.7694551668071244,0.0,
17,10,0,1.3535858895693973,0.0,
17,11,0,0.09212665843410921,0.0,
17,12,0,-0.8373982238274621,0.0,
17,13,0,-0.5944003521987352,0.0,
17,14,0,-1.4805365125650163,0.0,
17,15,0,-0.8881338537336524,0.0,
17,16,0,-0.35801668807442916,0.0,
17,17,0,1.7207698311659838,0.0,
17,18,0,-1.38218151537704,0.0,
17,19,0,0.39282746825991893,0.0,
17,20,0,-1.0405439391575344,0.0,
18,1,0,0.47469708846320197,0.0,
18,2,0,-0.1310866506877266,0.0,
18,3,0,-1.8309058258475304,0.0,
18,4,0,0.9282969915684843,0.0,
18,5,0,-0.605000712808731,0.0,
18,6,0,-0.5339002383735546,0.0,
18,7,0,-1.06975241128969,0.0,
18,8,1,8.641835661042375,3.5456333684311074,8.689577995036487
18,9,0,0.3619218539288437,0.0,
18,10,0,1.320661655528167,0.0,
18,11,0,-0.3427861508643793,0.0,
18,12,0,-1.4768578168457318,0.0,
18,13,0,1.067222416571983,0.0,
18,14,0,-0.3314881720972547,0.0,
18,15,0,1.114592444577377,0.0,
18,16,0,0.3833771131824704,0.0,
18,17,0,0.3487758940462951,0.0,
18,18,0,1.9510125601262995,0.0,
18,19,0,2.076980529053753,0.0,
18,20,0,0.0693811351327787,0.0,
19,1,0,0.1601905933170753,0.0,
19,2,0,1.0762401574663856,0.0,
19,3,0,-0.8456610327673472,0.0,
19,4,0,0.3330703726182551,0.0,
19,5,0,-0.0258628479538564,0.0,
19,6,0,0.3139082114575536,0.0,
19,7,0,-0.8333688059494058,0.0,
19,8,1,4.890524846013062,2.2681636452689515,-55.672819886716354
19,9,0,-0.2931915866487618,0.0,
19,10,0,1.9372311624295169,0.0,
19,11,0,1.1059933699072981,0.0,
19,12,0,-0.9620911163416273,0.0,
19,13,0,0.34770845245095694,0.0,
19,14,0,-0.4070782363503251,0.0,
19,15,0,-0.28436383804009513,0.0,
19,16,0,0.18532564941538202,0.0,
19,17,0,-0.33925848388401536,0.0,
19,18,0,1.0638515327343585,0.0,
19,19,0,-1.141938226142404,0.0,
19,20,0,0.006339062362268442,0.0,
20,1,0,2.5976737265958323,0.0,
20,2,0,0.2230797426252751,0.0,
20,3,0,1.4332145066061728,0.0,
20,4,0,0.09152017817320818,0.0,
20,5,0,0.5807770953297967,0.0,
20,6,0,-0.056783194392691534,0.0,
20,7,0,-0.17040758116420443,0.0,
20,8,0,-0.7794823967254196,0.0,
20,9,0,0.4303013589575532,0.0,
20,10,0,-0.8515371891857679,0.0,
20,11,0,0.6655852363134291,0.0,
20,12,0,1.08528700444591,0.0,
20,13,0,0.36653140723722993,0.0,
20,14,0,-0.28624873355569186,0.0,
20,15,0,0.4539655793086961,0.0,
20,16,0,-0.3086730555464126,0.0,
20,17,0,-1.8314060842151236,0.0,
20,18,0,-0.3356073681186462,0.0,
20,19,0,-1.9908119951239978,0.0,
20,20,0,-1.495060830227205,0.0,
21,1,0,1.3638622298139094,0.0,
21,2,0,0.895184981971686,0.0,
21,3,0,-0.7194802332847904,0.0,
21,4,0,-1.502503456040897,0.0,
21,5,0,-2.964528837841651,0.0,
21,6,0,-0.5434955079326346,0.0,
21,7,0,2.4204150122474024,0.0,
21,8,0,0.4348842714636474,0.0,
21,9,0,-0.5595722860494895,0.0,
21,10,0,0.46508020950030626,0.0,
21,11,0,-1.5609583529944429,0.0,
21,12,0,-0.29732336269763543,0.0,
21,13,0,0.09947747301573849,0.0,
21,14,0,-0.08610065182104851,0.0,
21,15,0,0.7908061216900806,0.0,
21,16,0,0.34464522623605237,0.0,
21,17,0,-0.6883722822307594,0.0,
21,18,0,0.8978154084105481,0.0,
21,19,0,1.6289369476239914,0.0,
21,20,0,-0.9701495196514126,0.0,
22,1,0,-0.8876956557145598,0.0,
22,2,0,1.3357843363202329,0.0,
22,3,0,-0.19134398669506028,0.0,
22,4,0,1.403821392066557,0.0,
22,5,0,-0.4425357118921839,0.0,
22,6,0,1.4550455762707113,0.0,
22,7,0,0.13148581680545218,0.0,
22,8,0,0.2582288233226952,0.0,
22,9,0,1.5647180216699044,0.0,
22,10,0,-0.36177047744417123,0.0,
22,11,0,-0.9411220959249583,0.0,
22,12,0,-0.44856420802835434,0.0,
22,13,0,0.4523339506431387,0.0,
22,14,0,-1.5657590721805144,0.0,
22,15,0,0.6374709026511215,0.0,
22,16,0,-0.5387713176177432,0.0,
22,17,0,-2.3942603049004716,0.0,
22,18,0,-0.7865657751041687,0.0,
22,19,0,-1.686468151234102,0.0,
22,20,0,-0.8262294663639526,0.0,
23,1,0,0.24766590110894313,0.0,
23,2,0,-0.1792266254497549,0.0,
23,3,0,-0.25337756894801494,0.0,
23,4,0,-0.1591848713800608,0.0,
23,5,0,0.20338824061994343,0.0,
